x,y,Slope12,DEM12,rainfall_intensity,Aspect_nakhon,raster_ndvi,distance_road,distance_drainage,distance_fault,Curvature_nakhon,NDWI_combine,nakhon_geology,S/N
594182.4375,1020287.313,4.044691086,-14,1297.457642,108.4349518,0.241941944,0,485.6225281,2060.321777,0,-0.240857318,147,-1
594600.9375,1021004.813,0,-17,1297.603516,315,0.125603363,485.6225281,485.6225281,2060.321777,0.211803362,-0.138491794,147,-1
589010.625,1019749.25,2.560638905,-18,1308.05188,11.30993271,0.229336843,2171.77002,971.2450562,2171.77002,0.211803362,-0.226052299,82,-1
589758,1019629.625,3.237688065,-11,1308.558472,315,0.394066453,1942.490112,485.6225281,1750.93689,0.211803362,-0.36174652,109,-1
583569.8125,1019809,1.811248064,22,1292.41333,45,0.335731804,2002.272949,2060.321777,1942.490112,-0.211803362,-0.336241871,29,-1
584974.8125,1019868.813,2.560638905,6,1297.897583,240.9453888,0.315585434,686.7739868,1456.867554,2428.112549,-0.105901681,-0.309108287,29,-1
585692.3125,1019779.125,2.429397106,4,1301.0271,95.19442749,0.37080282,0,1456.867554,3109.501465,-0.105901681,-0.351244599,81,-1
587934.4375,1019809,0.810230672,-20,1305.806519,15.25511837,0.41588968,1373.547974,2060.321777,3535.385254,-0.63541007,-0.376128465,29,-1
588203.5,1019420.375,2.429397106,-21,1305.81543,71.56504822,0.253536165,1373.547974,1750.93689,3257.655029,-0.105901681,-0.239041552,29,-1
588861.125,1019300.813,2.429397106,-19,1306.569092,63.43494797,0.303034902,1535.673218,1373.547974,2831.641602,0.211803362,-0.294490099,29,-1
589608.5,1019270.938,1.811248064,-19,1307.687134,108.4349518,0.303814292,2002.272949,485.6225281,2060.321777,-0.529508412,-0.27852574,109,-1
590565.125,1019151.313,3.237688065,-13,1297.674194,305.5376892,0.41077891,1085.88501,485.6225281,1535.673218,-0.105901681,-0.375775367,109,-1
591312.5,1019300.813,2.429397106,-16,1297.75647,90,0.329481184,686.7739868,485.6225281,1456.867554,-0.105901681,-0.309754342,109,-1
591940.3125,1019330.688,2.290610075,-16,1297.618652,243.4349518,0.364464402,485.6225281,0,1535.673218,-0.105901681,-0.343416452,109,-1
592418.625,1019300.813,2.429397106,-19,1297.416016,57.52880859,0.312559962,485.6225281,0,1750.93689,-0.105901681,-0.296342611,109,-1
583181.1875,1019181.25,8.549422264,42,1290.94397,97.59464264,0.337040991,2171.77002,1750.93689,1456.867554,0.105901681,-0.310972899,29,-1
584376.9375,1019330.688,4.124517918,19,1294.887207,216.8699036,0.320320398,1373.547974,1085.88501,1750.93689,0,-0.315857619,29,-1
585393.375,1019091.563,4.573921204,4,1297.324951,357.2736816,0.374686152,971.2450562,485.6225281,2171.77002,-0.105901681,-0.343388051,29,-1
