x,y,Slope12,DEM12,rainfall_intensity,Aspect_nakhon,raster_ndvi,distance_road,distance_drainage,distance_fault,Curvature_nakhon,NDWI_combine,nakhon_geology,S/N
556824,959365,15.11950016,692,1474.130005,10.61965561,0.426029623,9712.450195,485.6225281,4004.545898,-0.847213447,-0.397693336,32,1
556502,959493,12.74989986,747,1474.420044,157.9320984,0.450701863,10198.07324,0,4477.218262,0.105901681,-0.421559572,32,1
555075,959558,25.41629982,1002,1463.219971,17.66764069,0.432229608,10198.07324,1085.88501,4999.790039,1.059016824,-0.402109951,32,1
558255,959576,21.26110077,767,1487.699951,212.7748718,0.433463573,9639.332031,686.7739868,3501.873779,0.63541007,-0.398634374,32,1
556936,959601,28.1291008,719,1478.030029,94.01417542,0.444967836,10198.07324,0,4343.540039,0.105901681,-0.41304639,32,1
558795,959473,25.00790024,709,1490.540039,152.0079498,0.44853422,9328.503906,1085.88501,3109.501465,-0.423606724,-0.420033008,32,1
558437,959508,16.45170021,753,1490.540039,216.8699036,0.384806693,9328.503906,1085.88501,3109.501465,-0.953115165,-0.357069433,32,1
556747,959688,25.17849922,757,1474.420044,93.4336319,0.454514712,10198.07324,0,4477.218262,-1.376721859,-0.420631766,32,1
558860,959690,30.57299995,810,1493.290039,122.957428,0.449624568,9033.101563,971.2450562,2747.095947,-1.059016824,-0.419490665,32,1
555452,959694,26.66559982,895,1467,177.552948,0.437809736,10198.07324,686.7739868,4782.827148,-0.953115165,-0.406706691,32,1
558695,959737,21.26110077,863,1490.540039,156.4767914,0.465342611,9328.503906,1085.88501,3109.501465,-0.63541007,-0.429614067,32,1
560057,959631,11.4467001,575,1498.439941,217.5685883,0.420783758,8494.924805,0,2060.321777,-1.164918542,-0.391885608,32,1
557568,959465,19.52869987,697,1484.76001,153.1218567,0.436829776,9964.141602,485.6225281,3915.214111,0.105901681,-0.402273357,32,1
558195,959764,20.24309921,798,1487.699951,230.9061432,0.377548993,9639.332031,686.7739868,3501.873779,0.211803362,-0.349443376,32,1
558426,959787,21.31220055,852,1490.540039,194.4897614,0.450312465,9328.503906,1085.88501,3109.501465,-0.741311789,-0.417505711,32,1
